NIF,Postal Code_x,Occupation,Marital Status,Date of Birth,Education Status,Chlamydia,Gonorrhea,Syphilis,Postal Code_y,Earnings
754559376,2147,Sales,Never-married,01/11/2011,9,False,False,False,2147,<=50K
754559376,2147,Sales,Never-married,31/10/2007,13,False,False,False,2147,<=50K
754559376,2147,Sales,Never-married,29/01/1992,10,False,False,False,2147,<=50K
754559376,2147,Sales,Never-married,10/09/1951,13,False,False,False,2147,<=50K
754559376,2147,Sales,Never-married,07/05/1991,9,False,False,False,2147,<=50K
728780511,1488,Sales,Married-civ-spouse,17/04/1952,6,False,False,False,1488,<=50K
728780511,1488,Sales,Married-civ-spouse,05/11/1993,14,False,False,False,1488,>50K
794216465,2562,Exec-managerial,Never-married,28/01/1971,10,False,False,False,2562,<=50K
794216465,2562,Exec-managerial,Never-married,17/06/1965,13,False,False,False,2562,<=50K
794216465,2562,Exec-managerial,Never-married,29/07/1955,13,False,False,False,2562,>50K
794216465,2562,Exec-managerial,Never-married,09/01/2001,9,False,False,False,2562,<=50K
794216465,2562,Exec-managerial,Never-married,18/10/2007,13,False,False,False,2562,>50K
940232528,1236,,Never-married,21/07/1998,10,False,False,False,1236,<=50K
856798942,2454,Sales,Never-married,13/04/1962,10,False,False,False,2454,<=50K
856798942,2454,Sales,Never-married,01/03/2009,9,False,False,False,2454,<=50K
856798942,2454,Sales,Never-married,26/06/2012,4,False,False,False,2454,<=50K
846221311,1093,Transport-moving,Married-civ-spouse,01/08/2002,9,False,False,False,1093,<=50K
846221311,1093,Transport-moving,Married-civ-spouse,24/10/1962,9,False,False,False,1093,>50K
770665267,1595,Adm-clerical,Widowed,25/11/1959,10,False,False,False,1595,<=50K
703854063,2546,Sales,Married-civ-spouse,25/09/1950,12,False,False,False,2546,>50K
782317858,2623,Other-service,Married-civ-spouse,17/07/1973,9,False,True,False,2623,>50K
782317858,2623,Other-service,Married-civ-spouse,10/07/1978,10,False,False,False,2623,<=50K
782317858,2623,Other-service,Married-civ-spouse,18/08/1951,9,False,False,False,2623,<=50K
934394479,1455,Sales,Married-civ-spouse,22/12/1988,10,True,False,False,1455,>50K
934394479,1455,Sales,Married-civ-spouse,02/03/2004,13,False,False,False,1455,>50K
741711780,1673,Sales,Never-married,05/09/1977,9,False,False,False,1673,<=50K
741711780,1673,Sales,Never-married,23/10/1977,13,False,False,False,1673,>50K
711849766,1024,Transport-moving,Married-civ-spouse,25/02/1994,9,False,False,False,1024,<=50K
711849766,1024,Transport-moving,Married-civ-spouse,17/04/1978,9,True,False,False,1024,<=50K
711849766,1024,Transport-moving,Married-civ-spouse,22/08/1981,6,False,False,False,1024,<=50K
711849766,1024,Transport-moving,Married-civ-spouse,31/07/1992,10,False,False,False,1024,<=50K
816170352,1545,Machine-op-inspct,Never-married,13/01/1956,9,False,False,False,1545,<=50K
816170352,1545,Machine-op-inspct,Never-married,16/10/1956,7,False,False,False,1545,<=50K
895778146,1779,Craft-repair,Married-civ-spouse,11/10/1969,12,False,False,False,1779,>50K
895778146,1779,Craft-repair,Married-civ-spouse,14/07/1963,10,False,False,False,1779,>50K
895778146,1779,Craft-repair,Married-civ-spouse,23/07/2001,9,False,False,False,1779,<=50K
895778146,1779,Craft-repair,Married-civ-spouse,03/07/2012,10,False,False,False,1779,<=50K
895778146,1779,Craft-repair,Married-civ-spouse,14/08/1970,10,False,False,False,1779,<=50K
848257878,1064,Adm-clerical,Married-civ-spouse,31/01/2009,13,False,False,False,1064,>50K
848257878,1064,Adm-clerical,Married-civ-spouse,10/07/1994,9,False,False,False,1064,<=50K
792919241,1563,Sales,Never-married,15/09/2005,10,True,False,False,1563,<=50K
792919241,1563,Sales,Never-married,19/02/1967,9,False,False,False,1563,<=50K
792919241,1563,Sales,Never-married,23/04/1997,13,False,False,False,1563,<=50K
792919241,1563,Sales,Never-married,15/05/1951,9,False,False,False,1563,>50K
792919241,1563,Sales,Never-married,06/09/1985,9,False,False,False,1563,<=50K
981300145,2055,Prof-specialty,Married-civ-spouse,27/01/1988,13,False,False,False,2055,>50K
981300145,2055,Prof-specialty,Married-civ-spouse,12/05/1979,9,False,False,False,2055,<=50K
981300145,2055,Prof-specialty,Married-civ-spouse,03/02/2011,13,False,False,False,2055,>50K
802239243,2344,,Never-married,17/02/1974,10,False,False,False,2344,<=50K
706857958,1277,Exec-managerial,Married-civ-spouse,02/08/2006,13,False,False,False,1277,<=50K
706857958,1277,Exec-managerial,Married-civ-spouse,12/06/1990,14,False,False,False,1277,>50K
706857958,1277,Exec-managerial,Married-civ-spouse,28/06/1958,13,False,False,False,1277,>50K
706857958,1277,Exec-managerial,Married-civ-spouse,17/01/2008,15,False,False,False,1277,>50K
996477683,2644,Prof-specialty,Separated,05/04/1987,14,True,False,False,2644,>50K
996477683,2644,Prof-specialty,Separated,24/06/2011,15,False,False,False,2644,>50K
996477683,2644,Prof-specialty,Separated,14/09/1999,16,False,False,False,2644,>50K
996477683,2644,Prof-specialty,Separated,30/05/2001,15,False,False,False,2644,<=50K
768689776,2363,,Married-civ-spouse,12/12/1971,13,False,True,False,2363,>50K
776301977,1539,Other-service,Never-married,09/10/1986,10,False,False,False,1539,<=50K
776301977,1539,Other-service,Never-married,20/11/1993,8,False,False,False,1539,<=50K
705803025,1517,Adm-clerical,Separated,19/07/1959,10,False,False,False,1517,<=50K
705803025,1517,Adm-clerical,Separated,08/02/1988,9,False,False,False,1517,>50K
705803025,1517,Adm-clerical,Separated,08/02/1988,9,False,False,False,1517,<=50K
929318880,1503,,Married-civ-spouse,04/03/1973,9,True,False,False,1503,<=50K
929318880,1503,,Married-civ-spouse,22/09/1974,10,False,False,False,1503,<=50K
929318880,1503,,Married-civ-spouse,12/12/2000,10,False,False,False,1503,<=50K
929318880,1503,,Married-civ-spouse,11/04/1984,10,False,False,False,1503,<=50K
747423179,1295,Other-service,Married-civ-spouse,13/12/1952,8,True,False,False,1295,<=50K
747423179,1295,Other-service,Married-civ-spouse,24/11/1987,9,False,False,False,1295,<=50K
747423179,1295,Other-service,Married-civ-spouse,27/06/1998,9,False,False,False,1295,<=50K
747423179,1295,Other-service,Married-civ-spouse,07/06/1971,15,False,False,False,1295,>50K
731779152,1880,Sales,Divorced,18/01/1968,7,False,False,False,1880,<=50K
731779152,1880,Sales,Divorced,19/05/1965,10,False,False,False,1880,<=50K
739722393,2136,Adm-clerical,Divorced,30/12/1992,11,True,False,False,2136,<=50K
739722393,2136,Adm-clerical,Divorced,09/01/1990,9,False,False,False,2136,<=50K
739722393,2136,Adm-clerical,Divorced,28/12/2000,13,False,False,False,2136,<=50K
739722393,2136,Adm-clerical,Divorced,25/07/1975,9,False,False,False,2136,<=50K
911081722,1839,Adm-clerical,Married-civ-spouse,24/01/1999,9,False,False,False,1839,<=50K
911081722,1839,Adm-clerical,Married-civ-spouse,09/02/1962,10,False,False,False,1839,>50K
804794575,1316,Tech-support,Divorced,13/01/1978,11,False,False,False,1316,<=50K
960805396,2162,Exec-managerial,Married-civ-spouse,04/05/1988,13,False,False,False,2162,>50K
923352911,2169,Adm-clerical,Never-married,06/05/1961,10,False,False,False,2169,<=50K
923352911,2169,Adm-clerical,Never-married,17/01/1994,9,False,False,False,2169,>50K
923173932,2645,Adm-clerical,Married-civ-spouse,12/10/1991,13,False,True,False,2645,<=50K
923173932,2645,Adm-clerical,Married-civ-spouse,28/11/1998,10,False,False,False,2645,<=50K
923173932,2645,Adm-clerical,Married-civ-spouse,16/01/1996,9,False,False,False,2645,<=50K
923173932,2645,Adm-clerical,Married-civ-spouse,22/06/1954,10,False,False,False,2645,<=50K
923173932,2645,Adm-clerical,Married-civ-spouse,13/02/1997,10,False,False,False,2645,<=50K
923173932,2645,Adm-clerical,Married-civ-spouse,19/11/1999,9,False,False,False,2645,>50K
899091076,1547,Prof-specialty,Married-civ-spouse,10/08/1978,14,False,True,False,1547,>50K
899091076,1547,Prof-specialty,Married-civ-spouse,10/10/1985,13,False,False,False,1547,>50K
899091076,1547,Prof-specialty,Married-civ-spouse,29/11/1987,10,False,False,False,1547,>50K
883611882,1910,Prof-specialty,Never-married,17/08/1951,10,False,False,False,1910,<=50K
883611882,1910,Prof-specialty,Never-married,12/09/1983,9,False,False,False,1910,>50K
883611882,1910,Prof-specialty,Never-married,19/10/1992,14,False,False,False,1910,>50K
705597881,2206,Other-service,Divorced,25/12/1954,4,False,False,False,2206,<=50K
705597881,2206,Other-service,Divorced,04/09/1989,9,False,False,False,2206,<=50K
705597881,2206,Other-service,Divorced,14/12/1989,10,False,False,False,2206,<=50K
718686062,2059,Craft-repair,Married-civ-spouse,04/11/1982,9,False,True,False,2059,>50K
798423510,2416,Machine-op-inspct,Never-married,22/03/1966,9,True,False,False,2416,<=50K
798423510,2416,Machine-op-inspct,Never-married,06/12/1961,7,False,False,False,2416,<=50K
798423510,2416,Machine-op-inspct,Never-married,27/09/1976,9,False,False,False,2416,<=50K
798423510,2416,Machine-op-inspct,Never-married,28/04/1960,9,False,False,False,2416,<=50K
802120788,1894,Exec-managerial,Divorced,11/01/1951,10,False,False,False,1894,<=50K
802120788,1894,Exec-managerial,Divorced,19/10/1972,13,False,False,False,1894,<=50K
991024086,1029,Craft-repair,Married-civ-spouse,15/01/1995,10,False,False,False,1029,>50K
991024086,1029,Craft-repair,Married-civ-spouse,15/11/1993,9,False,False,False,1029,<=50K
824384868,1178,Machine-op-inspct,Never-married,01/09/1995,9,False,False,False,1178,<=50K
824384868,1178,Machine-op-inspct,Never-married,22/03/1986,9,False,False,False,1178,<=50K
798201239,2346,Exec-managerial,Never-married,29/06/1961,9,False,False,False,2346,<=50K
798201239,2346,Exec-managerial,Never-married,11/12/1975,11,False,False,False,2346,>50K
798201239,2346,Exec-managerial,Never-married,19/09/1994,9,False,False,False,2346,<=50K
923653457,2731,Exec-managerial,Married-civ-spouse,27/12/1999,13,False,False,False,2731,>50K
923653457,2731,Exec-managerial,Married-civ-spouse,15/08/1953,13,False,False,False,2731,>50K
976459169,1052,Tech-support,Married-civ-spouse,31/12/1964,12,False,False,False,1052,>50K
976459169,1052,Tech-support,Married-civ-spouse,16/08/1977,9,False,False,False,1052,>50K
724131146,1325,Prof-specialty,Never-married,11/02/2012,13,False,True,False,1325,>50K
724131146,1325,Prof-specialty,Never-married,17/04/2008,9,False,False,False,1325,>50K
724131146,1325,Prof-specialty,Never-married,27/11/1957,14,False,False,False,1325,<=50K
781223206,2708,Prof-specialty,Married-civ-spouse,10/07/1957,10,False,False,False,2708,<=50K
781223206,2708,Prof-specialty,Married-civ-spouse,19/08/2012,15,False,False,False,2708,>50K
781223206,2708,Prof-specialty,Married-civ-spouse,14/10/1983,15,False,False,False,2708,<=50K
708897419,1771,Craft-repair,Married-civ-spouse,31/12/1953,10,False,False,False,1771,<=50K
708897419,1771,Craft-repair,Married-civ-spouse,24/05/1977,4,False,False,False,1771,<=50K
766469007,1639,Exec-managerial,Never-married,04/04/1982,13,False,False,False,1639,<=50K
766469007,1639,Exec-managerial,Never-married,12/12/1950,13,False,False,False,1639,>50K
766469007,1639,Exec-managerial,Never-married,10/04/1999,10,False,False,False,1639,<=50K
766469007,1639,Exec-managerial,Never-married,01/12/2005,13,False,False,False,1639,<=50K
766469007,1639,Exec-managerial,Never-married,01/12/2005,13,False,False,False,1639,<=50K
914291993,1332,Other-service,Divorced,24/06/1997,10,False,False,False,1332,<=50K
872025251,2166,Craft-repair,Married-civ-spouse,18/04/1960,9,True,False,False,2166,<=50K
872025251,2166,Craft-repair,Married-civ-spouse,18/04/1960,9,True,False,False,2166,<=50K
872025251,2166,Craft-repair,Married-civ-spouse,05/06/2009,9,False,False,False,2166,<=50K
872025251,2166,Craft-repair,Married-civ-spouse,05/06/2009,9,False,False,False,2166,>50K
872025251,2166,Craft-repair,Married-civ-spouse,18/10/1955,13,False,False,False,2166,>50K
933916716,2395,Sales,Married-civ-spouse,26/03/1983,13,False,False,False,2395,>50K
759762848,2620,Handlers-cleaners,Never-married,17/01/1987,9,False,False,False,2620,<=50K
759762848,2620,Handlers-cleaners,Never-married,20/09/1958,9,False,False,False,2620,<=50K
759762848,2620,Handlers-cleaners,Never-married,14/11/1954,10,False,False,False,2620,<=50K
759762848,2620,Handlers-cleaners,Never-married,18/01/1958,9,False,False,False,2620,<=50K
967583924,1324,Other-service,Never-married,25/10/1966,9,False,False,False,1324,<=50K
967583924,1324,Other-service,Never-married,06/10/1955,2,False,False,False,1324,<=50K
983282186,1307,Sales,Never-married,25/01/2001,13,False,False,False,1307,<=50K
983282186,1307,Sales,Never-married,27/01/1988,13,False,False,False,1307,<=50K
983282186,1307,Sales,Never-married,27/01/1988,13,False,False,False,1307,>50K
983282186,1307,Sales,Never-married,20/04/1970,9,False,False,False,1307,>50K
983282186,1307,Sales,Never-married,25/05/2009,9,False,False,False,1307,<=50K
983282186,1307,Sales,Never-married,10/11/1976,12,False,False,False,1307,<=50K
929958504,2223,Transport-moving,Married-civ-spouse,15/10/1968,4,True,False,False,2223,<=50K
756117759,2411,Transport-moving,Married-civ-spouse,10/08/1979,9,True,False,False,2411,<=50K
756117759,2411,Transport-moving,Married-civ-spouse,15/02/1984,9,False,False,False,2411,<=50K
760749402,1739,Exec-managerial,Married-civ-spouse,29/11/1994,10,False,False,False,1739,<=50K
760749402,1739,Exec-managerial,Married-civ-spouse,10/12/2004,13,False,False,False,1739,<=50K
760749402,1739,Exec-managerial,Married-civ-spouse,04/11/2009,13,False,False,False,1739,>50K
760749402,1739,Exec-managerial,Married-civ-spouse,12/02/1952,10,False,False,False,1739,>50K
912655244,2596,Adm-clerical,Never-married,04/03/1958,10,False,False,False,2596,<=50K
912655244,2596,Adm-clerical,Never-married,08/05/1995,10,False,False,False,2596,<=50K
912655244,2596,Adm-clerical,Never-married,13/12/1984,9,False,False,False,2596,>50K
912655244,2596,Adm-clerical,Never-married,13/06/1987,11,False,False,False,2596,<=50K
864621858,1721,,Divorced,14/01/1953,2,False,False,False,1721,<=50K
891704611,2715,Prof-specialty,Married-civ-spouse,15/09/1997,15,False,False,False,2715,>50K
891704611,2715,Prof-specialty,Married-civ-spouse,09/03/2011,13,False,False,False,2715,<=50K
891704611,2715,Prof-specialty,Married-civ-spouse,19/08/1983,15,False,False,False,2715,>50K
727753017,2341,,Married-civ-spouse,07/07/1990,11,False,False,False,2341,<=50K
799586854,2590,Prof-specialty,Married-civ-spouse,12/06/1955,13,False,False,False,2590,>50K
799586854,2590,Prof-specialty,Married-civ-spouse,20/06/1954,14,False,False,False,2590,>50K
799586854,2590,Prof-specialty,Married-civ-spouse,03/04/2005,16,False,False,False,2590,>50K
716431738,2126,Sales,Married-civ-spouse,14/11/1957,13,False,False,False,2126,<=50K
716431738,2126,Sales,Married-civ-spouse,12/05/1981,13,False,False,False,2126,>50K
905305593,2291,Machine-op-inspct,Never-married,17/11/1986,9,True,False,False,2291,<=50K
905305593,2291,Machine-op-inspct,Never-married,24/12/1998,9,False,False,False,2291,<=50K
940024090,1739,Exec-managerial,Never-married,29/11/1994,10,False,False,False,1739,<=50K
940024090,1739,Exec-managerial,Never-married,10/12/2004,13,False,False,False,1739,<=50K
940024090,1739,Exec-managerial,Never-married,04/11/2009,13,False,False,False,1739,>50K
940024090,1739,Exec-managerial,Never-married,12/02/1952,10,False,False,False,1739,>50K
709858946,1782,Sales,Never-married,05/08/1985,9,False,False,False,1782,<=50K
709858946,1782,Sales,Never-married,19/02/1952,10,True,False,False,1782,<=50K
709858946,1782,Sales,Never-married,02/04/1996,14,False,False,False,1782,>50K
805289748,2236,Craft-repair,Married-civ-spouse,27/01/1960,6,False,False,False,2236,<=50K
805289748,2236,Craft-repair,Married-civ-spouse,16/07/1961,10,False,False,False,2236,>50K
805289748,2236,Craft-repair,Married-civ-spouse,06/09/1961,10,False,False,False,2236,>50K
805289748,2236,Craft-repair,Married-civ-spouse,20/12/1983,9,False,False,False,2236,<=50K
805289748,2236,Craft-repair,Married-civ-spouse,30/05/1976,10,False,False,False,2236,<=50K
895969948,1903,Transport-moving,Married-civ-spouse,29/12/1963,6,False,False,False,1903,>50K
